"",0
"follow stop hunt",1
"pat positioned audusd",1
"positioned audusd follow",1
"audusd commentary sold",1
"break pair lower",1
"commentary sold support",1
"downside break pair",1
"lower resistance area",1
"pair lower resistance",1
"sold support downside",1
"support downside break",1
"audusd holding trading",1
"higher watching support",1
"highs higher watching",1
"holding trading pips",1
"pips highs higher",1
"trading pips highs",1
"watching support area",1
"audusd dealer leave",1
"dealer leave town",1
"audusd momentum continues",1
"buy audusd momentum",1
"helps traders identify",1
"identify trend buy",1
"macd helps traders",1
"momentum continues uptrend",1
"traders identify trend",1
"trend buy audusd",1
"view audusd good",1
"audusd shorts follow",1
"annoying pip gain",1
"audusd long annoying",1
"holding audusd long",1
"long annoying pip",1
"pip gain pips",1
"aussie climbs boj",1
"boj announcement audusd",1
"climbs boj announcement",1
"usd aussie climbs",1
"audusd sell thoughts",1
"high audusd sell",1
"love high audusd",1
"wld love high",1
"audusd gbpjpy dx",1
"bid eurusd audusd",1
"f gold oil",1
"gbpjpy dx f",1
"gold oil remain",1
"lived long es",1
"long es f",1
"oil remain bid",1
"remain bid eurusd",1
"selling short lived",1
"short lived long",1
"audusd fall q",1
"fall q strategy",1
"q strategy play",1
"strategy play barclays",1
"short moved stop",1
"closed eurgbp long",1
"days shorted eurusd",1
"eurgbp long days",1
"long days shorted",1
"shorted eurusd short",1
"audusd triangle triangle",1
"audusd long eurgbp",1
"eurgbp short money",1
"long eurgbp short",1
"markets audusd long",1
"audusd good hedge",1
"bet inexplicable reason",1
"good hedge bet",1
"hedge bet inexplicable",1
"inexplicable reason moment",1
"long short guess",1
"moment long short",1
"reason moment long",1
"usdjpy audusd good",1
"audusd weekly making",1
"bullish wee hours",1
"life tough shorters",1
"making life tough",1
"shorters bullish wee",1
"tough shorters bullish",1
"wee hours free",1
"weekly making life",1
"decline term commerzbank",1
"potential decline term",1
"addition gbpaud long",1
"audusd nzdusd offer",1
"establish positions addition",1
"good risk reward",1
"nzdusd offer pretty",1
"offer pretty good",1
"positions addition gbpaud",1
"pretty good risk",1
"reward trades establish",1
"risk reward trades",1
"trades establish positions",1
"audusd missed buy",1
"changing stop audusd",1
"buy pips audusd",1
"cat buy pips",1
"h cat buy",1
"heads h cat",1
"consumer prices expected",1
"ct consumer prices",1
"expected read q",1
"pm ct consumer",1
"prices expected read",1
"q q audusd",1
"read q q",1
"audusd triangles form",1
"form resistance overlap",1
"overlap fxa a",1
"resistance overlap fxa",1
"triangles form resistance",1
"bulls bunch reasons",1
"bunch reasons tonight",1
"cpi tonight pm",1
"reasons tonight aussie",1
"tonight aussie cpi",1
"tonight pm audusd",1
"buy lots real",1
"audusd buying audusd",1
"audusd night long",1
"aussie audusd buying",1
"buying audusd night",1
"buying aussie audusd",1
"richer buying aussie",1
"woke richer buying",1
"q cpi audusd",1
"usd waiting aus",1
"audusd suspect b",1
"b resolved tonight",1
"divergence es f",1
"f audusd suspect",1
"nq f tf",1
"resolved tonight aussie",1
"suspect b resolved",1
"tf f audusd",1
"tonight aussie data",1
"aussie rth quarter",1
"cpi forecast prior",1
"downward pressure audusd",1
"forecast prior lower",1
"lower print put",1
"print put downward",1
"prior lower print",1
"put downward pressure",1
"quarter cpi forecast",1
"rth quarter cpi",1
"ahead aus cpi",1
"audusd capped ahead",1
"capped ahead aus",1
"audusd commentators stopped",1
"commentators stopped risk",1
"stopped risk risk",1
"cpi support audusd",1
"support audusd westpac",1
"audusd judging past",1
"cpi due impact",1
"due impact audusd",1
"impact audusd judging",1
"judging past provery",1
"past provery bit",1
"aud usd westpac",1
"cpi support aud",1
"support aud usd",1
"usd westpac audusd",1
"audusd m current",1
"current cts score",1
"divergence audusd m",1
"double top rsi",1
"m current cts",1
"rsi divergence audusd",1
"top rsi divergence",1
"audusd cpi idea",1
"cpi idea financialspreadtrader",1
"audusd hour thoughts",1
"hour thoughts kick",1
"kick zone marked",1
"thoughts kick zone",1
"aud cpi min",1
"audjpy audusd buy",1
"audusd buy euraud",1
"cpi min negative",1
"expected negative srll",1
"min negative print",1
"negative print expected",1
"negative srll audjpy",1
"print expected negative",1
"srll audjpy audusd",1
"gbpaud short audusd",1
"bkforex call cpi",1
"good bkforex call",1
"comfortably rba target",1
"cpi trimmed yearly",1
"q cpi trimmed",1
"rba target audusd",1
"target audusd drops",1
"trimmed yearly comfortably",1
"yearly comfortably rba",1
"good call cpi",1
"alert audusd slips",1
"eurusd back audusd",1
"bound cpi number",1
"range bound cpi",1
"audusd knock socks",1
"selling audusd target",1
"adds rate cut",1
"audusd falls q",1
"cpi adds rate",1
"falls q cpi",1
"q cpi adds",1
"rate cut cas",1
"amid disappointing consumer",1
"aussie lower amid",1
"consumer action audusd",1
"disappointing consumer action",1
"lower amid disappointing",1
"audusd long nzdusd",1
"couple days ago",1
"current positions long",1
"days ago weakness",1
"long nzdusd short",1
"nzdusd short usdjpy",1
"positions long audusd",1
"short usdjpy couple",1
"usdjpy couple days",1
"audusd short gbpaud",1
"gbpaud long trailed",1
"jus audusd short",1
"audusd volatility isn",1
"buying dips audusd",1
"dips audusd volatility",1
"diversification weakness spread",1
"isn t nice",1
"nice yen diversification",1
"t nice yen",1
"volatility isn t",1
"yen diversification weakness",1
"analysis audusd bullish",1
"audusd bullish pressure",1
"bullish pressure testing",1
"pressure testing area",1
"anz nasdaq audusd",1
"lived anz nasdaq",1
"usd range bound",1
"chief economist scott",1
"cut ubs chief",1
"economist scott haslem",1
"expect rba remain",1
"haslem expect rba",1
"hold february remainder",1
"rate cut ubs",1
"rba remain hold",1
"remain hold february",1
"scott haslem expect",1
"ubs chief economist",1
"pick long audusd",1
"risks start pick",1
"start pick long",1
"entry audusd scalp",1
"short audusd t",1
"eurusd profit long",1
"long position short",1
"profit long position",1
"stoplosses eurusd profit",1
"audusd testing potential",1
"potential area resistance",1
"testing potential area",1
"audusd request yesterday",1
"bull h setting",1
"request yesterday scalps",1
"scalps bull h",1
"yesterday scalps bull",1
"audusd resistance continues",1
"cap expect return",1
"challenge key support",1
"continues cap expect",1
"cs audusd resistance",1
"expect return challenge",1
"resistance continues cap",1
"return challenge key",1
"audusd climbs back",1
"back audusd climbs",1
"climbs back gbpusd",1
"settles usdjpy drops",1
"audusd nd bite",1
"bite short worked",1
"careful shorting pattern",1
"id careful shorting",1
"pattern bull daili",1
"short worked yesterday",1
"shorting pattern bull",1
"worked yesterday id",1
"yesterday id careful",1
"audusd week r",1
"consolidating wk pivot",1
"eurusd consolidating wk",1
"good morning news",1
"morning news wednesday",1
"news wednesday eurusd",1
"pivot audusd week",1
"r bears frustrated",1
"wednesday eurusd consolidating",1
"week r bears",1
"wk pivot audusd",1
"audusd gbpjpy eurusd",1
"gbpjpy eurusd usdmxn",1
"audusd lol repeating",1
"didnt free xmas",1
"hope good morn",1
"lol repeating week",1
"repeating week hope",1
"week hope good",1
"xmas audusd lol",1
"audusd closed tre",1
"bias favored forexanalysis",1
"bullish bias favored",1
"favored forexanalysis audusd",1
"forexanalysis audusd closed",1
"audusd challenge cap",1
"flash audusd challenge",1
"audusd triangle consolidating",1
"audusd creating higher",1
"break needed things",1
"creating higher highs",1
"daily break needed",1
"higher highs lower",1
"highs lower lows",1
"lower lows daily",1
"lows daily break",1
"needed things mov",1
"gbpchf audusd junction",1
"gbpusd gbpchf audusd",1
"audusd snapping b",1
"audusd nzdusd rush",1
"audusd pip range",1
"nzdusd rush audusd",1
"pip range nzdusd",1
"rush audusd pip",1
"audusd set range",1
"set range nab",1
"audjpy pulling back",1
"audusd eurjpy audjpy",1
"back meh aapl",1
"eurjpy audjpy pulling",1
"meh aapl earn",1
"pulling back meh",1
"audcad hold position",1
"audusd days back",1
"earlier long audusd",1
"hold position long",1
"long audusd days",1
"long earlier long",1
"position long earlier",1
"profit audcad hold",1
"solid profit audcad",1
"woke solid profit",1
"audusd daily imho",1
"daily imho resistance",1
"imho resistance area",1
"resistance area pivotal",1
"ages short audusd",1
"audusd couldnt resist",1
"evening twitter hope",1
"hope ages short",1
"short audusd couldnt",1
"twitter hope ages",1
"audusd small scalp",1
"small scalp stop",1
"stop target open",1
"audusd con target",1
"con target y",1
"order audusd con",1
"target y stop",1
"audusd setting terms",1
"setting terms consolidation",1
"terms consolidation top",1
"sell audusd opinion",1
"chinese flash pmi",1
"flash pmi pm",1
"note put timing",1
"put timing audusd",1
"timing audusd test",1
"direction audusd test",1
"fallen trap thinking",1
"idea direction audusd",1
"thinking idea direction",1
"trap thinking idea",1
"audusd upside resolution",1
"audusd gbpusd updated",1
"gbpusd updated chat",1
"updated chat log",1
"usdchf eurusd audusd",1
"audusd short profit",1
"short profit reassess",1
"august impossible capture",1
"capture trend daily",1
"daily charts audusd",1
"impossible capture trend",1
"trend daily charts",1
"lock modifying targets",1
"modifying targets parity",1
"moving stops lock",1
"stops lock modifying",1
"cards t westpac",1
"nz cards t",1
"outlooks push nz",1
"push nz cards",1
"audusd avg wkly",1
"avg wkly range",1
"expecting pip ranges",1
"future vega fxa",1
"pip ranges future",1
"pips expecting pip",1
"range roughly pips",1
"ranges future vega",1
"roughly pips expecting",1
"wkly range roughly",1
"atr std dev",1
"dev price funneling",1
"funneling fx vol",1
"fx vol ready",1
"price funneling fx",1
"range week atr",1
"ready fxa a",1
"std dev price",1
"true range week",1
"vol ready fxa",1
"week atr std",1
"aud usd risk",1
"risk round audusd",1
"usd risk round",1
"audusd aud overvalued",1
"china pmi due",1
"consensus growth disappointment",1
"disappointment audusd nzdusd",1
"due tonight consensus",1
"growth disappointment audusd",1
"pmi due tonight",1
"tonight consensus growth",1
"audusd thinking short",1
"nzdusd pips audusd",1
"pips audusd thinking",1
"thinking short worth",1
"analysis report audusd",1
"check analysis report",1
"audusd hold ascending",1
"break strong resistance",1
"line support break",1
"resistance test level",1
"strong resistance test",1
"support break strong",1
"audusd continues hold",1
"coinciding fibo level",1
"continues hold ascending",1
"fibo level mov",1
"line support coinciding",1
"support coinciding fibo",1
"audusd mild bearish",1
"bearish bias signals",1
"call audusd mild",1
"cd formation call",1
"formation call audusd",1
"mild bearish bias",1
"update audusd bearish",1
"lower morning audusd",1
"usd lower morning",1
"stop decline audusd",1
"audusd holding audjpy",1
"buy signals ichimoko",1
"eurjpy issued buy",1
"holding audjpy back",1
"ichimoko audusd holding",1
"issued buy signals",1
"signals ichimoko audusd",1
"usdjpy eurjpy issued",1
"audusd practically imminent",1
"charts show swing",1
"happened jan reversal",1
"jan reversal risk",1
"reversal risk charts",1
"risk charts show",1
"show swing audusd",1
"swing audusd practically",1
"bit trend compare",1
"compare audjpy audusd",1
"trend compare audjpy",1
"audusd weaker expected",1
"expected chinese pmi",1
"pmi numbers test",1
"weaker expected chinese",1
"audusd closed previous",1
"break bullish sequence",1
"close thursday break",1
"closed previous daily",1
"daily low dec",1
"dec close thursday",1
"lab audusd closed",1
"low dec close",1
"thursday break bullish",1
"audusd stops built",1
"built break daily",1
"close open door",1
"daily close open",1
"door acceleration declines",1
"open door acceleration",1
"audusd break downtrend",1
"break downtrend counter",1
"counter steady creep",1
"creep higher treat",1
"dma failure audusd",1
"downtrend counter steady",1
"failure audusd break",1
"higher treat yellow",1
"steady creep higher",1
"stocks dma failure",1
"treat yellow flag",1
"yellow flag spi",1
"audusd short money",1
"bearish audusd short",1
"buying risk correlated",1
"correlated assets stops",1
"mindless buying risk",1
"money mindless buying",1
"short money mindless",1
"area long time",1
"back holding area",1
"helps offset money",1
"holding area long",1
"long time helps",1
"money short audusd",1
"nice usdcad back",1
"offset money short",1
"time helps offset",1
"usdcad back holding",1
"audusd stay top",1
"frames analysis jd",1
"higher time frames",1
"stay top higher",1
"time frames analysis",1
"top higher time",1
"audusd ready play",1
"audusd short side",1
"decent risk reward",1
"play audusd short",1
"play ball jd",1
"ready play ball",1
"reward play audusd",1
"risk reward play",1
"side audusd ready",1
"adjusted audusd risk",1
"audusd risk forum",1
"risk forum updated",1
"audjpy correction briefly",1
"briefly spiked consolidating",1
"consolidating impressive audusd",1
"correction briefly spiked",1
"impressive audusd weak",1
"spiked consolidating impressive",1
"stop break audusd",1
"audusd lulling beneath",1
"beneath overlap triangle",1
"f fxa audjpy",1
"lulling beneath overlap",1
"overlap triangle res",1
"res a f",1
"triangle res a",1
"audusd thinking fall",1
"bullish audusd thinking",1
"hey pip bullish",1
"pip bullish audusd",1
"thinking fall view",1
"flash fresh aud",1
"fresh aud usd",1
"horizon nomura audusd",1
"usd highs horizon",1
"audusd averaging till",1
"averaging till puked",1
"fuck boy knew",1
"long audusd averaging",1
"made long audusd",1
"mistake made long",1
"puked fuck boy",1
"till puked fuck",1
"worst mistake made",1
"break imo stop",1
"audjpy possibly stronger",1
"good move higher",1
"higher audjpy possibly",1
"hold rates good",1
"methinks rba hold",1
"move audusd ye",1
"move higher audjpy",1
"possibly stronger move",1
"rates good move",1
"rba hold rates",1
"stronger move audusd",1
"atlast started moving",1
"euraud fed audusd",1
"long euraud fed",1
"moving long euraud",1
"nice atlast started",1
"started moving long",1
"adjusted lower locked",1
"audusd stops adjusted",1
"eurusd stops hit",1
"hit overnight audusd",1
"locked forum updated",1
"lower locked forum",1
"overnight audusd stops",1
"stops adjusted lower",1
"stops hit overnight",1
"mate short audusd",1
"china pmi nk",1
"equities turn south",1
"headlines hit usdcad",1
"hit usdcad long",1
"long equities turn",1
"nk headlines hit",1
"pip profit audusd",1
"pmi nk headlines",1
"profit audusd china",1
"turn south aapl",1
"usdcad long equities",1
"whew pip profit",1
"audusd euraud friggin",1
"concentrate audusd euraud",1
"euraud friggin job",1
"audusd doesnt give",1
"doesnt give fuck",1
"higher audusd doesnt",1
"audusd yesterday dork",1
"breaks bad annoy",1
"call waiting careful",1
"careful waiting careful",1
"careful waiting leave",1
"dork call waiting",1
"leave breaks bad",1
"waiting leave breaks",1
"yesterday dork call",1
"analysis audsgd pls",1
"audsgd pls read",1
"audusd good night",1
"longer term perspective",1
"perspective audusd good",1
"pls read remember",1
"read remember longer",1
"remember longer term",1
"term perspective audusd",1
"audusd lod ing",1
"desk mins heading",1
"epically important markets",1
"heading setup epically",1
"ing remote desk",1
"lod ing remote",1
"mins heading setup",1
"remote desk mins",1
"setup epically important",1
"advantage weakness finally",1
"audusd advantage weakness",1
"harmer audusd advantage",1
"weakness finally break",1
"audusd hochs horizont",1
"flash neue audusd",1
"hochs horizont nomura",1
"neue audusd hochs",1
"audusd present v",1
"early mar hundred",1
"hundred pip decline",1
"mar hundred pip",1
"pip decline cont",1
"present v similar",1
"similar early mar",1
"v similar early",1
"asset class time",1
"class time eurusd",1
"eurusd stuck es",1
"f audusd clobbered",1
"risk rolling asset",1
"rolling asset class",1
"stuck es f",1
"time eurusd stuck",1
"bit late sell",1
"sell audusd break",1
"audusd weakness make",1
"chinese pmis night",1
"make sense strong",1
"pmis night level",1
"sense strong chinese",1
"strong chinese pmis",1
"weakness make sense",1
"audusd shorts room",1
"current level justifies",1
"cut audusd shorts",1
"don t current",1
"justifies negative carry",1
"level justifies negative",1
"negative carry anymore",1
"room south don",1
"shorts room south",1
"south don t",1
"t current level",1
"stopped audusd jan",1
"audusd bug fixed",1
"bug fixed lost",1
"ea closed short",1
"fixed lost runner",1
"restarted ea closed",1
"short audusd bug",1
"short stop profs",1
"stop profs lock",1
"audusd pair hasn",1
"bid pullback commodities",1
"caught bid pullback",1
"hasn t caught",1
"pair hasn t",1
"pretty shocked audusd",1
"pullback commodities market",1
"shocked audusd pair",1
"t caught bid",1
"confluence previous r",1
"don t stop",1
"fib confluence previous",1
"stop zone t",1
"t fib confluence",1
"t stop zone",1
"zone t fib",1
"advance earlier session",1
"audusd futures pulling",1
"back slow consistent",1
"consistent advance earlier",1
"earlier session bit",1
"eurusd audusd futures",1
"futures pulling back",1
"pulling back slow",1
"session bit mixed",1
"slow consistent advance",1
"audusd breaking back",1
"back longstanding descending",1
"breaking back longstanding",1
"close exposes significant",1
"descending tl close",1
"exposes significant losses",1
"longstanding descending tl",1
"significant losses term",1
"tl close exposes",1
"watching audusd breaking",1
"audusd beach calling",1
"banked great eurusd",1
"didnt touch audusd",1
"eurusd gbpjpy didnt",1
"gbpjpy didnt touch",1
"great eurusd gbpjpy",1
"pips banked great",1
"touch audusd beach",1
"audusd break promise",1
"break promise happen",1
"promise happen happen",1
"audusd gbpusd completely",1
"completely signals long",1
"gbpusd completely signals",1
"long jpy pairs",1
"short audusd gbpusd",1
"signals long jpy",1
"whilst signals short",1
"units audusd stop",1
"ll meant long",1
"targeting ll meant",1
"audusd breaking nzdusd",1
"breaking nzdusd stronger",1
"christopher vecchio audusd",1
"nzdusd stronger chinese",1
"stronger chinese data",1
"vecchio audusd breaking",1
"audusd short tue",1
"closed morning pips",1
"morning pips book",1
"short tue closed",1
"tue closed morning",1
"aud usd consolidates",1
"usd consolidates week",1
"week lows audusd",1
"audusd consolidates week",1
"sell lots real",1
"abour audusd ur",1
"al zel talking",1
"audusd ur info",1
"rajol al zel",1
"talking abour audusd",1
"zel talking abour",1
"audusd falls heavily",1
"falls heavily back",1
"gbpusd recovers usdjpy",1
"heavily back gbpusd",1
"recovers usdjpy moves",1
"aud usd stalls",1
"usd stalls fresh",1
"nz westpac audusd",1
"nzd outlooks risk",1
"outlooks risk weakness",1
"risk weakness nz",1
"weakness nz westpac",1
"guess audusd shorts",1
"predict guess audusd",1
"audusd convincingly breaking",1
"breaking daily ma",1
"convincingly breaking daily",1
"daily ma transitioning",1
"ma transitioning southern",1
"transitioning southern hemisphere",1
"audjpy lagging catch",1
"catch audusd rebounds",1
"continue audjpy lagging",1
"eurjpy surged multiyear",1
"highs trend continue",1
"lagging catch audusd",1
"multiyear highs trend",1
"surged multiyear highs",1
"trend continue audjpy",1
"usdjpy eurjpy surged",1
"consolidates gbpusd falls",1
"eurusd recovers audusd",1
"falls usdjpy settles",1
"recovers audusd consolidates",1
"exit audusd short",1
"kaplunks played audusd",1
"short yesterday kaplunks",1
"yesterday kaplunks played",1
"analysis audusd possibility",1
"audusd possibility testing",1
"possibility testing area",1
"closed shorts long",1
"shorts long st",1
"closed shorts pips",1
"pips long st",1
"cut short quickly",1
"quickly weekly big",1
"short quickly weekly",1
"weekly big resistance",1
"sell mt alert",1
"sts sell mt",1
"eye rba rate",1
"falls traders eye",1
"traders eye rba",1
"usd falls traders",1
"audsgd xauusd xagusd",1
"audusd audsgd xauusd",1
"euraud eurnzd audusd",1
"eurnzd audusd audsgd",1
"eurusd usdchf move",1
"life eurusd usdchf",1
"partial profit euraud",1
"profit euraud eurnzd",1
"waiting life eurusd",1
"xagusd waiting life",1
"xauusd xagusd waiting",1
"audsgd audusd nzdusd",1
"continues selling risk",1
"euraud eurnzd xauusd",1
"fx remains strong",1
"mkt continues selling",1
"nzdusd euraud eurnzd",1
"remains strong audsgd",1
"risk fx remains",1
"selling risk fx",1
"strong audsgd audusd",1
"audusd yeohtinghee long",1
"break fibo cluster",1
"fibo cluster zoning",1
"long price break",1
"price break fibo",1
"yeohtinghee long price",1
"bounce support audusd",1
"deja vu bounce",1
"vu bounce support",1
"audusd hr finally",1
"deep retracement trader",1
"finally hit target",1
"hit target deep",1
"hr finally hit",1
"retracement trader ve",1
"sit realize profit",1
"target deep retracement",1
"trader ve sit",1
"ve sit realize",1
"audusd long hr",1
"hr hr trailing",1
"hr trailing stop",1
"long hr hr",1
"trailing stop long",1
"aud usd sticks",1
"safety net audusd",1
"usd sticks safety",1
"audusd dipped cent",1
"buying dips weeks",1
"cent overnight people",1
"dipped cent overnight",1
"dips weeks worse",1
"finally gave buying",1
"gave buying dips",1
"overnight people finally",1
"people finally gave",1
"weeks worse expected",1
"worse expected data",1
"area support break",1
"audusd reached area",1
"reached area support",1
"support break price",1
"january february audusd",1
"outlook january february",1
"weekly outlook january",1
"action audusd analysis",1
"fx price action",1
"audusd community outlook",1
"changing confirmation downtrend",1
"community outlook changing",1
"outlook changing confirmation",1
"breakout audusd update",1
"breakout previous audusd",1
"inside breakout audusd",1
"inside breakout previous",1
"x audusd analysis",1
"fx price act",1
"dummies trillion es",1
"fed intervention dummies",1
"intervention dummies trillion",1
"trillion es f",1
"overview audusd audchf",1
"snicky week overview",1
"week overview audusd",1
"audnzd hard audusd",1
"audusd weakness ready",1
"hard audusd weakness",1
"weakness ready short",1
"advantage weakness audusd",1
"audusd impossibility break",1
"impossibility break zon",1
"weakness audusd impossibility",1
"audusd rebound week",1
"rebound week continue",1
"week continue drop",1
"audusd larger expected",1
"high audusd larger",1
"larger expected correction",1
"target high audusd",1
"audusd pips check",1
"check gbpusd pips",1
"eurusd pips range",1
"gbpusd pips range",1
"pips check gbpusd",1
"pips range audusd",1
"pips range whozr",1
"range audusd pips",1
"range whozr qx",1
"audusd support nearby",1
"https t vlppizbe",1
"mode https t",1
"nearby stay range",1
"range mode https",1
"stay range mode",1
"support nearby stay",1
"audusd positions move",1
"back higher hoping",1
"exist audusd positions",1
"higher hoping nzdusd",1
"hoping nzdusd test",1
"ll back higher",1
"move ll back",1
"nzdusd test support",1
"positions move ll",1
"test support trend",1
"audusd cheeky long",1
"cheeky long eurusd",1
"eurusd lost shorts",1
"gaps open week",1
"long eurusd lost",1
"lost shorts lost",1
"okish smashed audusd",1
"open week okish",1
"shorts lost euraud",1
"smashed audusd cheeky",1
"week okish smashed",1
"henrydungar wrote post",1
"post daily price",1
"wrote post daily",1
"area presistance paid",1
"audusd targer area",1
"presistance paid tim",1
"targer area presistance",1
"audusd bl hugh",1
"bl hugh offset",1
"chfjpy ss hugh",1
"euraud ss hugh",1
"hugh offset long",1
"long chfjpy ss",1
"offset long chfjpy",1
"offset short euraud",1
"short euraud ss",1
"audusd rests d",1
"d sma north",1
"highly supportive w",1
"north highly supportive",1
"rests d sma",1
"sma bulls bears",1
"sma north highly",1
"supportive w sma",1
"w sma bulls",1
"audusd australia public",1
"australia public holiday",1
"holiday pissing rain",1
"public holiday pissing",1
"short audusd australia",1
"aud usd barely",1
"markets closed audusd",1
"usd barely aussie",1
"avxathiy slowly turning",1
"bearish momentum level",1
"https t avxathiy",1
"momentum level eyed",1
"slowly turning bearish",1
"t avxathiy slowly",1
"turning bearish momentum",1
"opening range strategy",1
"range strategy taking",1
"strategy taking concideration",1
"taking concideration trend",1
"aud usd bollinger",1
"band trend hr",1
"bollinger band trend",1
"buy entry cx",1
"entry cx audusd",1
"hr buy entry",1
"timetotrade aud usd",1
"trend hr buy",1
"usd bollinger band",1
"audusd support positive",1
"news week push",1
"positive news week",1
"support positive news",1
"audusd moving great",1
"filled happy audusd",1
"gbpusd order filled",1
"happy audusd moving",1
"order filled happy",1
"audusd gbpusd euraud",1
"yeah audusd gbpusd",1
"aussie bothers audusd",1
"audusd xmas short",1
"free audusd xmas",1
"free predicted dec",1
"predicted dec hol",1
"repeat free audusd",1
"short working free",1
"working free predicted",1
"xmas short working",1
"audusd starting long",1
"entry makes hod",1
"long entry makes",1
"makes hod trigger",1
"starting long entry",1
"audusd hitting mark",1
"eye audusd hitting",1
"hitting mark bounce",1
"mark bounce push",1
"break exposes ocbc",1
"flash audusd break",1
"audusd key manage",1
"key manage pips",1
"manage pips sell",1
"pips sell zone",1
"audusd approaches fib",1
"close fib equal",1
"coming audusd approaches",1
"equal legs coming",1
"legs coming audusd",1
"nzdusd close fib",1
"aud usd crossroads",1
"crossroads live news",1
"live news audusd",1
"usd crossroads live",1
"audusd closing major",1
"aussie light week",1
"closing major resistance",1
"data aussie light",1
"economic data aussie",1
"level economic data",1
"light week technicals",1
"major resistance level",1
"resistance level economic",1
"technicals dictate movement",1
"week technicals dictate",1
"audusd sharp sell",1
"continuation focus turns",1
"cs audusd sharp",1
"event continuation focus",1
"sell threatening target",1
"sharp sell threatening",1
"target event continuation",1
"threatening target event",1
"breakeven audusd short",1
"audusd support close",1
"close break price",1
"support close break",1
"long usdchf open",1
"morning closed audusd",1
"night target stop",1
"open night target",1
"short long usdchf",1
"usdchf open night",1
"closing audusd short",1
"happen markets sell",1
"markets sell regret",1
"regret closing audusd",1
"sell regret closing",1
"dailyfxteam audusd continues",1
"careful dow shows",1
"longs careful dow",1
"audusd clocked target",1
"clocked target pric",1
"easily year usdchf",1
"usdchf audusd clocked",1
"year usdchf audusd",1
"audusd t sl",1
"close daily trend",1
"sell audusd t",1
"sl close daily",1
"t sl close",1
"audusd due correction",1
"audusd eurusd ha",1
"boris ve thinking",1
"due correction whil",1
"eur strong audusd",1
"eurusd ha boris",1
"ha boris ve",1
"strong audusd due",1
"thinking eur strong",1
"ve thinking eur",1
"aud recovery era",1
"breaking triangles aud",1
"era consolidation audusd",1
"f breaking triangles",1
"recovery era consolidation",1
"triangles aud recovery",1
"extends decline audusd",1
"usd extends decline",1
"audusd usdmxn usdsek",1
"eurusd gbpjpy audusd",1
"audusd wkly bear",1
"bear bear bear",1
"bids hold audusd",1
"expect bids hold",1
"hold audusd wkly",1
"wkly bear bear",1
"fxstreetreports audusd weak",1
"audusd count aussie",1
"aussie close short",1
"close short term",1
"count aussie close",1
"audusd broken trend",1
"broken trend line",1
"line support support",1
"morning audusd broken",1
"support support begins",1
"thing morning audusd",1
"short sl move",1
"sl move downside",1
"audusd covered shiny",1
"covered shiny thing",1
"dragging audusd covered",1
"silver dragging audusd",1
"audnzd close stop",1
"audusd working audnzd",1
"close stop open",1
"working audnzd close",1
"audusd shorts pip",1
"taking audusd shorts",1
"audusd dma flashing",1
"dma flashing yellow",1
"audusd tlt vxx",1
"brighter spy audusd",1
"dma pause red",1
"flags grow brighter",1
"grow brighter spy",1
"pause red flags",1
"red flags grow",1
"spy audusd tlt",1
"stocks dma pause",1
"tlt vxx aapl",1
"audusd edge knife",1
"caveat context wary",1
"context wary intrasession",1
"edge knife lt",1
"intrasession reversals recover",1
"knife lt settles",1
"lt settles caveat",1
"recover support eod",1
"reversals recover support",1
"settles caveat context",1
"wary intrasession reversals",1
"based correlation breakdown",1
"breakdown eurusd usdjpy",1
"bye bye roro",1
"bye roro usd",1
"correlation breakdown eurusd",1
"roro usd based",1
"usd based correlation",1
"usdchf usdcad audusd",1
"usdjpy usdchf usdcad",1
"fxstreetreports audusd continues",1
"con eurusd gbpusd",1
"education pro con",1
"pro con eurusd",1
"audusd time front",1
"nice audusd bounces",1
"noticed nice audusd",1
"audusd building complex",1
"bottom watch range",1
"break pat activ",1
"building complex inverse",1
"complex inverse h",1
"h bottom watch",1
"inverse h bottom",1
"range break pat",1
"watch range break",1
"jamie saettele pending",1
"saettele pending aud",1
"cut interest made",1
"ended profit target",1
"finally ended profit",1
"hit night profit",1
"interest made flat",1
"made flat fx",1
"night profit cut",1
"profit cut interest",1
"short finally ended",1
"target hit night",1
"audusd planning short",1
"planning short zone",1
"bounce risk steady",1
"break lower risk",1
"lower risk bounce",1
"ready break lower",1
"risk bounce risk",1
"slowing wedge support",1
"support audusd ready",1
"wedge support audusd",1
"accumulation frm jan",1
"acting ve driver",1
"audusd t vol",1
"beta pairs correction",1
"driver eur gbp",1
"eur gbp high",1
"frm jan h",1
"gbp high beta",1
"h acting ve",1
"high beta pairs",1
"jan h acting",1
"pairs correction progress",1
"t vol accumulation",1
"ve driver eur",1
"vol accumulation frm",1
"asc triangle tl",1
"audusd triple bottom",1
"bottom inv h",1
"h shoulders proximal",1
"head asc triangle",1
"inv h shoulders",1
"proximal head asc",1
"shoulders proximal head",1
"support a f",1
"tl support a",1
"triangle tl support",1
"triple bottom inv",1
"lots audusd edge",1
"audusd weakness continues",1
"clf closing dma",1
"closing dma audusd",1
"dma audusd weakness",1
"analysis audusd sticking",1
"audusd sticking finder",1
"finder tht honey",1
"sticking finder tht",1
"tht honey jar",1
"audusd covered shorts",1
"covered shorts setup",1
"setup shared subscribers",1
"shorts setup shared",1
"audusd une baisse",1
"baisse potentielle commerzbank",1
"flash audusd une",1
