"",0
"buy short usdcad",1
"cad weak sell",1
"full wait confirm",1
"position full wait",1
"sell buy short",1
"sell cad weak",1
"short usdcad small",1
"small position full",1
"usd weak buy",1
"usdcad small position",1
"weak buy sell",1
"weak sell buy",1
"f usdjpy eurjpy",1
"morning traders week",1
"traders week eurusd",1
"usdjpy eurjpy usdcad",1
"week eurusd usdx",1
"asian session action",1
"cad loonie higher",1
"loonie higher asian",1
"session action usdcad",1
"order opened usdcad",1
"sell order opened",1
"usdcad sell order",1
"didnt usdcad short",1
"short fill burninggg",1
"break esperaremos entry",1
"usdcad break esperaremos",1
"finally level buy",1
"long usdcad finally",1
"usdcad finally level",1
"short tightened r",1
"usdcad short tightened",1
"usdcad hour lets",1
"triggered usdcad aim",1
"moved usdcad lock",1
"stop moved usdcad",1
"usdcad lock r",1
"usdcad stop moved",1
"dont usdcad month",1
"eurcad long eurgbp",1
"month eurcad long",1
"usdcad month eurcad",1
"bear line fib",1
"testing bull bear",1
"usdcad testing bull",1
"possibility long usdcad",1
"short usdchf current",1
"usdcad short usdchf",1
"usdchf current level",1
"euraud similar long",1
"eurcad sl t",1
"fro usdcad euraud",1
"long eurcad sl",1
"similar long eurcad",1
"sl t t",1
"usdcad euraud similar",1
"isnt usdcad higher",1
"interesting usdcad long",1
"long scratched worked",1
"scratched worked hindsight",1
"usdcad long scratched",1
"worked hindsight lol",1
"usdcad click week",1
"cad loonie stays",1
"loonie stays parity",1
"parity subdued oanda",1
"stays parity subdued",1
"subdued oanda blog",1
"america sees usdcad",1
"data north america",1
"fairly tight range",1
"north america sees",1
"quiet data north",1
"sees usdcad fairly",1
"tight range sitting",1
"usdcad fairly tight",1
"fighting gap trap",1
"usdcad fighting gap",1
"buy dips mid",1
"dips mid s",1
"mid s move",1
"prefer buy dips",1
"securities usdcad prefer",1
"usdcad prefer buy",1
"catch corrective wave",1
"corrective wave eurgbp",1
"long usdcad nzdchf",1
"nice catch corrective",1
"nzdchf short sets",1
"sets nice catch",1
"short sets nice",1
"usdcad nzdchf short",1
"buy eurcad latee",1
"ealier buy eurcad",1
"eurcad latee wel",1
"gbpcad usdcad ealier",1
"im long gbpcad",1
"long gbpcad usdcad",1
"usdcad ealier buy",1
"closed usdcad night",1
"disapppear closed usdcad",1
"hmm tweetdeck making",1
"making things disapppear",1
"things disapppear closed",1
"tweetdeck making things",1
"usdcad night r",1
"fill night short",1
"usdcad fill night",1
"buck feel significant",1
"cards long usdcad",1
"don t sleep",1
"feel significant usd",1
"long usdcad ftw",1
"rally cards long",1
"significant usd rally",1
"sleep buck feel",1
"t sleep buck",1
"usd rally cards",1
"short term twosome",1
"term twosome hold",1
"twosome hold h",1
"correlation strong trend",1
"days correlation strong",1
"eurcad days correlation",1
"euro https t",1
"forward long euro",1
"https t cyhjvu",1
"long euro https",1
"pairs forward long",1
"strong trend pairs",1
"t cyhjvu i",1
"trend pairs forward",1
"usdcad eurcad days",1
"usdcad uptrend feb",1
"usdcad usdcad uptrend",1
"aversion increased investors",1
"cad canadian retreated",1
"canadian retreated risk",1
"increased investors usdcad",1
"retreated risk aversion",1
"risk aversion increased",1
"pair possess h",1
"possess h downtrend",1
"term pair possess",1
"bias cautiously bullish",1
"gains momentum negative",1
"leaving todays bias",1
"momentum negative leaving",1
"mondays gains momentum",1
"negative leaving todays",1
"todays bias cautiously",1
"usdcad mondays gains",1
"brought back usdcad",1
"insights euro charts",1
"premium insights euro",1
"cl f usdcad",1
"f usdcad flat",1
"flat vote leaning",1
"usdcad flat vote",1
"vote leaning usd",1
"call shorted eurjpy",1
"didnt call shorted",1
"eurjpy pips till",1
"gbpusd didnt call",1
"pips till morning",1
"pips usdcad yesterday",1
"shorted eurjpy pips",1
"till morning wow",1
"usdcad yesterday gbpusd",1
"yesterday gbpusd didnt",1
"usdcad dancing support",1
"https t xqlcxkji",1
"cl heading dog",1
"dog level stops",1
"face strong cl",1
"gap face strong",1
"heading dog level",1
"level stops matching",1
"matching basic trendline",1
"stops matching basic",1
"strong cl heading",1
"strong trap gap",1
"trap gap face",1
"usdcad strong trap",1
"strong usdcad giving",1
"usdcad giving confidence",1
"cad movement pair",1
"movement pair trades",1
"pair trades parity",1
"parity oanda blog",1
"trades parity oanda",1
"edges higher subdued",1
"higher subdued usdcad",1
"bids bids cont",1
"bids thicker bids",1
"corp bids thicker",1
"fresh corp bids",1
"thicker bids bids",1
"usdcad fresh corp",1
"holding usdchf thoughts",1
"jpy legs watch",1
"legs watch exits",1
"thoughts jpy legs",1
"usdcad holding usdchf",1
"usdchf thoughts jpy",1
"https t yh",1
"poised rallies https",1
"rallies https t",1
"t yh zajid",1
"usdcad poised rallies",1
"yh zajid usdx",1
"count mixed picture",1
"daily hour count",1
"hour count mixed",1
"big confluence supports",1
"confluence supports underneath",1
"usdcad big confluence",1
"usdcad thinkin long",1
"bear side position",1
"brunt fo bear",1
"fo bear side",1
"taking brunt fo",1
"usdcad taking brunt",1
"usdcad adding long",1
"complex range trend",1
"usdcad complex range",1
"order long usdcad",1
"enter locking profits",1
"locking profits wat",1
"pips enter locking",1
"profits wat st",1
"short pips enter",1
"wat st support",1
"bottom support range",1
"testing bottom support",1
"usdcad testing bottom",1
"order back in",1
"short order back",1
"usdcad short order",1
"entered shaky start",1
"long entered shaky",1
"lower price fighting",1
"pips lower price",1
"price fighting back",1
"shaky start pips",1
"start pips lower",1
"usdcad long entered",1
"back london open",1
"hr back london",1
"ll takes hr",1
"long usdcad ll",1
"takes hr back",1
"usdcad ll takes",1
"buy usdcad usdcad",1
"intraday usdcad showing",1
"showing double bottom",1
"usdcad intraday usdcad",1
"usdcad showing double",1
"usdcad usdcad intraday",1
"bent cycle usdcad",1
"bought fuck tbc",1
"cycle usdcad uh",1
"uh bought fuck",1
"uh uh bought",1
"usdcad uh uh",1
"agree disagree ment",1
"audcad agree disagree",1
"cad pairs short",1
"cad selling cad",1
"pairs short usdcad",1
"selling cad pairs",1
"selling cad selling",1
"short usdcad audcad",1
"usdcad audcad agree",1
"sold usdcad spot",1
"usdcad spot scalp",1
"nzdusd short targeting",1
"short targeting stop",1
"stop usdcad long",1
"long move usdcad",1
"move usdcad short",1
"potential long move",1
"short move eurgdp",1
"usdcad short move",1
"break parity gain",1
"fib holding usdcad",1
"holding long break",1
"holding usdcad holding",1
"long break parity",1
"usdcad holding long",1
"open usdcad long",1
"usdcad daily bullish",1
"bullish divergence rsi",1
"divergence rsi stochs",1
"eye indicators usdcad",1
"indicators usdcad bullish",1
"rsi stochs hr",1
"usdcad bullish divergence",1
"average prices tim",1
"long usdcad average",1
"short nzdusd long",1
"usdcad average prices",1
"favored ivey pmi",1
"ivey pmi due",1
"pmi due gmt",1
"resistance turned support",1
"support upside favored",1
"turned support upside",1
"upside favored ivey",1
"usdcad resistance turned",1
"email half hour",1
"hold usdcad email",1
"usdcad email half",1
"cancelled usdcad order",1
"order revisit tomorrow",1
"usdcad order revisit",1
"lt lt strolls",1
"lt strolls preach",1
"strolls preach preacher",1
"usdcad witness lt",1
"witness lt lt",1
"consolidating support free",1
"usdcad consolidating support",1
"dancing consolidation zone",1
"usdcad dancing consolidation",1
"approaching parity ahead",1
"parity ahead ivey",1
"usdcad approaching parity",1
"closing usdcad long",1
"cad moves higher",1
"higher risk usdcad",1
"moves higher risk",1
"parity line usdcad",1
"c f ivey",1
"f ivey pmi",1
"ivey pmi mins",1
"support moderate str",1
"channel pmi data",1
"trades channel pmi",1
"usdcad trades channel",1
"line oanda blog",1
"parity line oanda",1
"holding range big",1
"range big beat",1
"usdcad holding range",1
"usdcad plunges upbeat",1
"breakout good bears",1
"bumping daily sma",1
"daily sma time",1
"sma time breakout",1
"time breakout good",1
"usdcad bumping daily",1
"breakout setting sell",1
"setting sell target",1
"usdcad breakout setting",1
"breakout situation usdcad",1
"breakout situation action",1
"situation action usdcad",1
"fxstreetreports usdcad setting",1
"boc lending c",1
"c million securities",1
"fibb holding reaction",1
"holding reaction boc",1
"lending c million",1
"reaction boc lending",1
"usdcad fibb holding",1
"audusd long hit",1
"continues struggle bit",1
"hit target overnight",1
"long continues struggle",1
"long hit target",1
"overnight pips usdcad",1
"target overnight pips",1
"usdcad long continues",1
"approaching key support",1
"convergence jan highs",1
"feb lows ct",1
"highs feb lows",1
"jan highs feb",1
"level sees convergence",1
"sees convergence jan",1
"support level sees",1
"usdcad approaching key",1
"betting bigger time",1
"bigger time frame",1
"emas betting bigger",1
"hour emas betting",1
"trapped hour emas",1
"usdcad trapped hour",1
"usdcad back testing",1
"explains struggle hold",1
"struggle hold position",1
"video explains struggle",1
"guessing picked usdcad",1
"picked usdcad eh",1
"usdcad eh lol",1
"short told usdcad",1
"video explains struggl",1
"cad underpressure directionless",1
"directionless forexlive blog",1
"underpressure directionless forexlive",1
"usd cad underpressure",1
"daily loonie usdcad",1
"loonie ralph shell",1
"loonie usdcad fxc",1
"ralph shell daily",1
"shell daily loonie",1
"usdcad fxc h",1
"usdcad eurgbp exploded",1
"usdcad nice simple",1
"bellow xx xx",1
"h prefer short",1
"pips support area",1
"prefer short setups",1
"setups bellow xx",1
"short setups bellow",1
"usdcad h prefer",1
"xx pips support",1
"xx xx pips",1
"xx xx xx",1
"barely covers gut",1
"covers gut short",1
"eurusd short usdjpy",1
"exposed raincoat barely",1
"gut short eurusd",1
"raincoat barely covers",1
"audjpy big short",1
"big long usdchf",1
"big short gbpjpy",1
"eurgbp short audjpy",1
"gbpjpy big long",1
"short audjpy big",1
"short eurgbp short",1
"short eurusd al",1
"short gbpjpy big",1
"h watchlist usdcad",1
"pa h watchlist",1
"profitable pa h",1
"watchlist usdcad cle",1
"sell mt alert",1
"sts sell mt",1
"ahead action usdcad",1
"cad loonie lower",1
"cautiously ahead action",1
"investors cautiously ahead",1
"loonie lower investors",1
"lower investors cautiously",1
"cad canadian employment",1
"employment change usdcad",1
"adding bearish pressure",1
"back parity isolated",1
"bearish pressure break",1
"high adding bearish",1
"isolated pivot high",1
"parity isolated pivot",1
"pivot high adding",1
"morning usdcad long",1
"short morning usdcad",1
"usdcad long tuesday",1
"usdchf short morning",1
"setting short pappa",1
"usdcad setting short",1
"audusd short hit",1
"hit target usdcad",1
"short hit target",1
"target usdcad long",1
"entry triggered target",1
"short entry triggered",1
"triggered target initially",1
"bullish usdcad medium",1
"medium term term",1
"term targets good",1
"term term targets",1
"buy pips sl",1
"pips sl tp",1
"usdcad buy pips",1
"bearish breakout support",1
"breakout support waiting",1
"daily hour market",1
"flow momentum bearish",1
"hour market flow",1
"ideal sell entry",1
"market flow momentum",1
"momentum bearish breakout",1
"retrace ideal sell",1
"sell entry order",1
"support waiting retrace",1
"waiting retrace ideal",1
"closed bear car",1
"focus hammer closed",1
"hammer closed bear",1
"usdcad wldnt focus",1
"wldnt focus hammer",1
"andmonitor points butterfly",1
"butterflies usdcad andmonitor",1
"butterfly patterns usdcad",1
"patterns usdcad lets",1
"points butterfly patterns",1
"usdcad andmonitor points",1
"audusd break expose",1
"break expose usdcad",1
"break open usdchf",1
"expose usdcad break",1
"open usdchf remains",1
"ubs audusd break",1
"usdchf remains vulnerable",1
"shorted usdcad stop",1
"buying usdcad covered",1
"nzdchf short profit",1
"pips nzdchf short",1
"profit usdcad doesn",1
"short profit usdcad",1
"woke pips nzdchf",1
"days bought usdcad",1
"hope u lt",1
"lt days bought",1
"u lt days",1
"formed triple tap",1
"h demand area",1
"interested usdcad formed",1
"tap h demand",1
"triple tap h",1
"usdcad formed triple",1
"bullish dip minute",1
"bullish dipusdcad plummeted",1
"dip minute forexsurvivorlatest",1
"forexsurvivorlatest impact usdcad",1
"impact usdcad bullish",1
"minute forexsurvivorlatest impact",1
"usdcad bullish dipusdcad",1
"cadnok weekly clear",1
"clear turning watch",1
"eurcad usdcad cadnok",1
"important eurcad usdcad",1
"turning watch brent",1
"usdcad cadnok weekly",1
"weekly clear turning",1
"cad favor loonie",1
"favor loonie hound",1
"usd cad favor",1
"lets usdcad target",1
"bulls bears alike",1
"confounding bulls bears",1
"lower choppy blog",1
"cadjpy chfjpy weight",1
"chfjpy weight usdcad",1
"essentially short usdjpy",1
"short cadjpy chfjpy",1
"usdchf short cadjpy",1
"flatted mentioned night",1
"long usdcad small",1
"long usdjpy small",1
"small flatted mentioned",1
"small long usdjpy",1
"usdcad small long",1
"usdjpy small flatted",1
"bull key support",1
"h bull key",1
"key support push",1
"putting h bull",1
"support push higher",1
"usdcad putting h",1
"usdcad usd higher",1
"cad pushing session",1
"fxstreetnews usdcad pushing",1
"glass ceiling cracks",1
"usdcad glass ceiling",1
"bought yesterday twitter",1
"mentioned target nzdusd",1
"nzdusd usdcad bought",1
"target nzdusd usdcad",1
"usdcad bought yesterday",1
"yesterday mentioned target",1
"yesterday twitter note",1
"pattern update usdcad",1
"update usdcad bullish",1
"test parity morning",1
"bounce bull bear",1
"nice bounce bull",1
"plan video nice",1
"video nice bounce",1
"confluence potential bounce",1
"fib confluence potential",1
"hitting fib confluence",1
"potential bounce zone",1
"usdcad hitting fib",1
"add usdcad longs",1
"area pull back",1
"ll add usdcad",1
"longs area pull",1
"usdcad longs area",1
"albeit barely targets",1
"remained valid albeit",1
"setup valid remained",1
"usdcad setup valid",1
"valid albeit barely",1
"valid remained valid",1
"closted pips usdcad",1
"eurgbp closted pips",1
"pips usdcad play",1
"usdcad play pip",1
"moment wise words",1
"usdcad moment wise",1
"wise man wizetrade",1
"wise words wise",1
"words wise man",1
"cad canada employment",1
"canada employment report",1
"employment report usdcad",1
"noted short usdcad",1
"fxstreetreports usdcad rally",1
"closer store eurusd",1
"eurusd usdcad kb",1
"latest video update",1
"store eurusd usdcad",1
"update closer store",1
"video update closer",1
"watch latest video",1
"canadian employment data",1
"data send pair",1
"employment data send",1
"hour weaker canadian",1
"send pair higher",1
"usdcad hour weaker",1
"weaker canadian employment",1
"audusd options futures",1
"futures depends trad",1
"nt play eurusd",1
"options futures depends",1
"play eurusd usdcad",1
"usdcad audusd options",1
"eurusd usdcad trades",1
"lost spread trades",1
"ngas week won",1
"spread trades ngas",1
"trades makes losses",1
"trades ngas week",1
"usdcad trades makes",1
"week won eurusd",1
"won eurusd usdcad",1
"b e free",1
"e free week",1
"free week good",1
"long paying move",1
"move b e",1
"paying move b",1
"usdcad long paying",1
"week good weekend",1
"archive usdcad eurusd",1
"missed morning video",1
"morning video archive",1
"usdcad eurusd audusd",1
"video archive usdcad",1
"canadians follow comparison",1
"comparison usdcad usdjpy",1
"follow comparison usdcad",1
"japenese started canadians",1
"started canadians follow",1
"adding story canada",1
"bubble price appreciation",1
"canada housing bubble",1
"housing bubble price",1
"story canada housing",1
"usdcad adding story",1
"higher stiff support",1
"push higher stiff",1
"currency usdcad pulak",1
"mau study currency",1
"study currency usdcad",1
"barkley usdcad continuation",1
"scott barkley usdcad",1
"u december defi",1
"disappointing canada jobs",1
"surges disappointing canada",1
"usdcad surges disappointing",1
"usdcad add long",1
"update usdcad nzdusd",1
"usdcad nzdusd eurusd",1
"fxstreetnews usdcad consolidates",1
"based bullish usdcad",1
"bullish usdcad similarity",1
"difficult based bullish",1
"similarity usdjpy icing",1
"usdcad similarity usdjpy",1
"usdjpy icing cake",1
"cad morning data",1
"data wasn t",1
"morning data wasn",1
"t usdcad cadjpy",1
"usdcad cadjpy audcad",1
"wasn t usdcad",1
"adjust stops sunday",1
"members usdcad adjust",1
"stops sunday night",1
"sunday night asia",1
"usdcad adjust stops",1
"pip runs usdcad",1
"runs usdcad easily",1
"show pip runs",1
"post u december",1
"forexcom update usdcad",1
"fulfilling promise irregular",1
"usdcad fulfilling promise",1
"cad rises high",1
"high canadian data",1
"rises high canadian",1
"usdcad usdcad buy",1
"broke level resistance",1
"level resistance expect",1
"resistance expect pips",1
"short usdcad broke",1
"time short usdcad",1
"usdcad broke level",1
"area made couple",1
"buy usdcad support",1
"couple pips bouncing",1
"made couple pips",1
"pips bouncing week",1
"support area made",1
"usdcad support area",1
"brent crude highlights",1
"crude highlights john",1
"highlights john hardy",1
"downtrend rise correction",1
"february usdcad downtrend",1
"usdcad downtrend rise",1
"move higher week",1
"usdcad move higher",1
"longs modified forum",1
"modified forum upd",1
"stops usdcad longs",1
"usdcad longs modified",1
"fxstreetreports update usdcad",1
"audnzd short long",1
"eurgbp short audnzd",1
"pending eurgbp short",1
"set pending eurgbp",1
"short audnzd short",1
"usdcad short nzdchf",1
"long break resistance",1
"mamba usdcad long",1
"usdcad long break",1
"usdcad mamba usdcad",1
"cad loonie fell",1
"data action usdcad",1
"disappointing employment housing",1
"employment housing data",1
"fell disappointing employment",1
"housing data action",1
"loonie fell disappointing",1
"long u partial",1
"partial profit good",1
"pips remain long",1
"profit good spot",1
"remain long u",1
"u partial profit",1
"usdcad pips remain",1
"closed usdcad longs",1
"longs staying long",1
"staying long longs",1
"usdcad longs staying",1
"ago retrace dial",1
"broken time ago",1
"dial dwn pic",1
"dwn pic spots",1
"pic spots longs",1
"retrace dial dwn",1
"shorts broken time",1
"time ago retrace",1
"usdcad weekly shorts",1
"weekly shorts broken",1
"current position usdcad",1
"position usdcad long",1
"break potential ascent",1
"potential ascent usdcad",1
"banked pips pips",1
"entry month pips",1
"pips entry month",1
"pips pips raised",1
"pips raised stop",1
"raised stop pips",1
"stop pips entry",1
"usdcad banked pips",1
"spooz cough cough",1
"usdcad spooz cough",1
"classic parabolic rise",1
"https t shk",1
"keeping https t",1
"parabolic rise keeping",1
"profit usdcad classic",1
"r profit usdcad",1
"rise keeping https",1
"t shk sayu",1
"taking r profit",1
"usdcad classic parabolic",1
"back retest conventional",1
"conventional wisdom fails",1
"history back retest",1
"making history back",1
"retest conventional wisdom",1
"usdcad making history",1
"breakout range action",1
"cad focuses breakout",1
"focuses breakout range",1
"range action usdcad",1
"usd cad focuses",1
"cad hits week",1
"highs risk usdcad",1
"hits week highs",1
"week highs risk",1
"gaining traction long",1
"rally gaining traction",1
"traction long usdchf",1
"members usdcad notes",1
"usdcad notes plans",1
"long position working",1
"position working mpl",1
"cible court terme",1
"court terme td",1
"flash usdcad cible",1
"terme td securities",1
"usdcad cible court",1
"data disappoints oanda",1
"disappoints oanda blog",1
"cad targets term",1
"usd cad targets",1
"data disappoints usdcad",1
"audusd oil usdcad",1
"bear moves market",1
"dax eurusd audusd",1
"europe markets bear",1
"eurusd audusd oil",1
"experience sly dax",1
"markets bear moves",1
"oil usdcad europe",1
"sly dax eurusd",1
"usdcad europe markets",1
"break cad strength",1
"correlation style break",1
"correlation usdcad play",1
"inverse correlation style",1
"play inverse correlation",1
"style break cad",1
"usdcad play inverse",1
"high points exit",1
"hit usdcad high",1
"usdcad high points",1
"hours significant turn",1
"jump selling usdcad",1
"selling usdcad lets",1
"significant turn jump",1
"turn jump selling",1
"usdcad lets se",1
"correct move selling",1
"guarantee lets se",1
"hypothesis correct move",1
"move selling usdcad",1
"selling usdcad guarantee",1
"usdcad guarantee lets",1
"yeah hypothesis correct",1
"pips profit usdcad",1
"profit usdcad usdjpy",1
"sitting pips profit",1
"usdcad usdjpy positions",1
"usdjpy positions yesterday",1
"break fib morning",1
"fib morning res",1
"usdcad break fib",1
"aud faring worse",1
"cad aud faring",1
"faring worse usdcad",1
"correlation heatmap noticeable",1
"currency correlation heatmap",1
"eurusd usdchf ve",1
"gbpusd usdcad ve",1
"heatmap noticeable wkly",1
"noticeable wkly gbpusd",1
"usdcad ve eurusd",1
"ve eurusd usdchf",1
"wkly gbpusd usdcad",1
"hard makes short",1
"makes short usd",1
"negative minus usdcad",1
"pairs negative minus",1
"popping hard makes",1
"short usd pairs",1
"usd pairs negative",1
"yen popping hard",1
"analysis uk data",1
"catalyst gbpusd watching",1
"daily fx analysis",1
"data offer catalyst",1
"fx analysis uk",1
"gbpusd watching usdcad",1
"offer catalyst gbpusd",1
"tests weekly res",1
"uk data offer",1
"usdcad tests weekly",1
"watching usdcad tests",1
"cad channel confluence",1
"channel confluence play",1
"confluence play weeks",1
"play weeks dailyfx",1
"usd cad channel",1
"weeks dailyfx usdcad",1
"stop pips open",1
"inside hour resistance",1
"minor support stron",1
"fxstreetreports usdcad inside",1
"order sell usdcad",1
"usdcad stop feb",1
"buy usdcad presume",1
"sell cad buy",1
"longs targeting level",1
"targeting level personally",1
"buy stop close",1
"close high risk",1
"high risk todays",1
"placing buy stop",1
"risk todays low",1
"stop close high",1
"todays low target",1
"usdcad placing buy",1
"break move price",1
"move price channel",1
"price channel resistance",1
"usdcad break move",1
"usdcad move est",1
"doji resistance moderate",1
"gbpusd inside usdcad",1
"inside usdcad evening",1
"star doji resistance",1
"opening flows rang",1
"usdcad opening flows",1
"bund e usdcad",1
"big fib small",1
"fib small fib",1
"fib tl support",1
"small fib tl",1
"usdcad big fib",1
"area daily pivot",1
"daily pivot recent",1
"pivot recent price",1
"recent price support",1
"selloff area daily",1
"usdcad selloff area",1
"watching usdcad selloff",1
"eurgbp short pips",1
"long usdcad targeting",1
"rising channel pip",1
"short pips long",1
"stopped eurgbp short",1
"targeting upper trendwall",1
"trendwall rising channel",1
"upper trendwall rising",1
"usdcad targeting upper",1
"happy boy o",1
"pips usdcad happy",1
"usdcad happy boy",1
"assets usdcad min",1
"call assets usdcad",1
"pips pips month",1
"stopped pips pips",1
"usdcad stopped pips",1
"abcd good idea",1
"confirmation b entering",1
"current abcd good",1
"good idea wait",1
"idea wait slow",1
"slow stoch confirmation",1
"stoch confirmation b",1
"usdcad current abcd",1
"wait slow stoch",1
"call min assets",1
"continue call min",1
"min assets usdcad",1
"usdcad highly correlated",1
"originally targeting c",1
"targeting c usdcad",1
"canadian companies capex",1
"capex oil gas",1
"companies capex oil",1
"gas opportunity wasted",1
"oil gas opportunity",1
"opportunity wasted usdcad",1
"wasted usdcad bound",1
"aiming parity nice",1
"double top aiming",1
"nice place add",1
"parity nice place",1
"place add long",1
"top aiming parity",1
"fxstreetnews usdcad surrenders",1
"double top hour",1
"parity double top",1
"test parity double",1
"broke jan direction",1
"channel usdmxn broke",1
"declining channel usdmxn",1
"direction range andlifi",1
"jan direction range",1
"usdcad declining channel",1
"usdmxn broke jan",1
"buy carousel fx",1
"carousel fx usdcad",1
"closed buy carousel",1
"g comments usdcad",1
"lows g comments",1
"session lows g",1
"usdcad big sell",1
"plan usdcad record",1
"record video analysis",1
"resistance plan usdcad",1
"usdcad record video",1
"cerradas gbpcad gbpnzd",1
"gbpcad gbpnzd nti",1
"gbpnzd nti lvlt",1
"lvlt mas usdcad",1
"mas usdcad ibn",1
"nti lvlt mas",1
"posiciones cerradas gbpcad",1
"performance puts capital",1
"usdcad performance puts",1
"mid sept test",1
"usdcad mid sept",1
"currencies usdcad usdjpy",1
"february rd fibstalker",1
"rd fibstalker view",1
"usdcad usdjpy audusd",1
"usdjpy audusd gbpusd",1
"view currencies usdcad",1
"weekend february rd",1
"henrydungar wrote post",1
"th feb e",1
"english language great",1
"feb th english",1
"language great work",1
"plan feb th",1
"usdcad plan feb",1
"english language analysis",1
"february th english",1
"language analysis blog",1
"fixed float xcy",1
"float xcy swap",1
"usdcad y fixed",1
"xcy swap traded",1
"y fixed float",1
"performance toptradr puts",1
"toptradr puts capital",1
"usdcad performance toptradr",1
"consolidation prelude trend",1
"usdcad consolidation prelude",1
"area shorts pop",1
"hour resistance area",1
"pop record video",1
"resistance area shorts",1
"shorts pop record",1
"sold usdcad tp",1
"double top action",1
"top action usdcad",1
"fxstreetreports usdcad pulls",1
"cad testing session",1
"cad testing positive",1
"good lets level",1
"lets level europe",1
"level europe clos",1
"usdcad good lets",1
"amid concerns canadian",1
"cad steady amid",1
"canadian outlook usdcad",1
"concerns canadian outlook",1
"steady amid concerns",1
"cad stand usdcad",1
"usd cad stand",1
"confident usdcad reversed",1
"hard return ish",1
"ish stand play",1
"return ish stand",1
"reversed hard return",1
"usdcad reversed hard",1
"hold usdchf opinion",1
"usdcad hold usdchf",1
"usdcad null scalpers",1
"stop usdcad sl",1
"entry daily cancelled",1
"fib kid feb",1
"long ranger fib",1
"ranger fib kid",1
"currency pairs don",1
"don w hype",1
"hod opex market",1
"hype yen pairs",1
"kiwi hod opex",1
"pairs don w",1
"pairs selling usdcad",1
"rallying kiwi hod",1
"selling usdcad rallying",1
"usdcad rallying kiwi",1
"w hype yen",1
"yen pairs selling",1
"double top cad",1
"tops double top",1
"tweezer tops double",1
"usdcad tweezer tops",1
"hr small long",1
"ma hr small",1
"support ma hr",1
"usdcad support ma",1
"dt resistance zone",1
"resistance zone correct",1
"usdcad dt resistance",1
"wrt usdcad dt",1
"zone correct short",1
"bearish engulfing usdcad",1
"engulfing usdcad inside",1
"inside resistance strong",1
"usdcad inside resistance",1
"usdjpy bearish engulfing",1
"usdcad finding legs",1
"add video updated",1
"eurgbp guide add",1
"fat pitch usdcad",1
"guide add video",1
"pitch usdcad eurgbp",1
"usdcad eurgbp guide",1
"charts satellite relationships",1
"eurgbp charts satellite",1
"love similarities usdcad",1
"satellite relationships oil",1
"similarities usdcad eurgbp",1
"usdcad eurgbp charts",1
"eurgbp key leverage",1
"long eurgbp key",1
"usdcad long eurgbp",1
"double top drop",1
"drop cont high",1
"repeating double top",1
"top drop cont",1
"usdcad repeating double",1
"fxstreetreports usdcad evening",1
"recover area stick",1
"usdcad recover area",1
"audusd nzdusd long",1
"long usdcad nzdusd",1
"lot gbpusd imo",1
"nzdusd lot gbpusd",1
"usdcad nzdusd lot",1
"close usdcad short",1
"area usdchf strong",1
"big stick save",1
"dxy fan lopsided",1
"fan lopsided wrong",1
"ish area usdchf",1
"lopsided wrong weight",1
"save ish area",1
"stick save ish",1
"strong weak dxy",1
"usdcad big stick",1
"usdchf strong weak",1
"weak dxy fan",1
"elliott wave count",1
"wave count rebound",1
"buy usdcad open",1
"op buy usdcad",1
"usdcad open limit",1
"space busy staring",1
"staring space busy",1
"usdcad staring space",1
"usdcad hold par",1
"rejected support level",1
"usdcad rejected support",1
"im buying usdcad",1
"enjoying green pips",1
"february th enjoying",1
"green pips analysis",1
"pips analysis blog",1
"th enjoying green",1
"haitham usdcad recommendation",1
"recommendation short positions",1
"short positions targets",1
"usdcad recommendation short",1
"shorting eurusd long",1
"decline eurusd reflect",1
"eurcad takes queue",1
"eurusd reflect eurcad",1
"floating parity decline",1
"parity decline eurusd",1
"reflect eurcad takes",1
"takes queue backdrop",1
"usdcad floating parity",1
"cad squeeze back",1
"usd cad squeeze",1
"cad negatively upbeat",1
"data nasdaq usdcad",1
"upbeat data nasdaq",1
"usd cad negatively",1
"mybe triangle m",1
"parity mybe triangle",1
"usdcad parity mybe",1
"usdcad usdcad usdcad",1
"usdcad usdcad wana",1
"usdcad wana bid",1
"posible corto usdcad",1
"flash usdcad squeeze",1
"usdcad squeeze back",1
"closed wine pips",1
"usdcad closed wine",1
"wine pips month",1
"continue put assets",1
"put assets usdcad",1
"channel break usdcad",1
"assets usdcad put",1
"binary assets usdcad",1
"options binary assets",1
"assets usdcad continued",1
"continued put gaining",1
"gaining percent invested",1
"percent invested capital",1
"put gaining percent",1
"usdcad continued put",1
"morning usdcad finally",1
"usdcad finally mov",1
"back ubs side",1
"call hoping usd",1
"hoping usd calls",1
"pull back ubs",1
"side usdcad call",1
"small pull back",1
"ubs side usdcad",1
"usd calls alive",1
"usdcad call hoping",1
"forexcom usdcad sees",1
"back saddle stuck",1
"gonna study min",1
"home usdcad im",1
"im gonna study",1
"saddle stuck home",1
"stuck home usdcad",1
"usdcad im gonna",1
"test retracement decline",1
"achieving follow week",1
"follow week bottoming",1
"higher achieving follow",1
"nice usdcad nice",1
"push higher achieving",1
"week bottoming tail",1
"recap february usdcad",1
"eurusd long time",1
"long time somewhere",1
"sitting long eurusd",1
"somewhere bought usdcad",1
"time somewhere bought",1
"ve sitting long",1
"bullish fo usdcad",1
